,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,nursery,higher_mat,internet,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por
110,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6,10,13,13,mother,1,2,1,yes,no,no,yes,yes,no,3,1,2,1,1,5,12,8,10,10
111,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,19,19,mother,1,1,0,no,no,no,no,yes,no,3,5,2,1,1,3,10,18,17,18
112,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,9,9,9,mother,1,2,0,no,no,no,yes,yes,yes,5,4,2,1,1,5,4,10,9,10
113,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,11,13,14,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,4,16,15,16
114,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,13,14,13,father,2,1,0,no,no,no,yes,yes,no,5,4,2,1,1,5,6,14,14,15
115,GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,9,7,8,father,3,2,1,no,yes,no,yes,yes,no,5,2,4,1,4,5,14,12,11,11
116,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6,14,13,13,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,2,14,13,14
117,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2,16,15,15,mother,1,2,0,no,no,no,no,yes,no,3,2,3,1,2,1,0,14,14,14
118,GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,father,1,4,0,no,yes,no,yes,yes,no,5,5,4,1,2,5,6,14,13,13
119,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,13,13,13,father,2,2,0,no,yes,no,yes,yes,yes,4,2,2,1,2,5,2,14,12,13
120,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,14,11,13,mother,1,1,0,no,yes,no,yes,yes,no,3,4,4,1,4,5,4,12,13,13
121,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,8,7,8,mother,1,2,0,no,no,no,no,yes,yes,5,4,4,1,1,5,0,12,11,11
122,GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,13,13,12,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,2,9,9,9
123,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,7,10,11,mother,1,2,0,yes,no,no,yes,yes,yes,5,3,2,1,1,1,0,10,11,11
124,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2,7,8,9,other,1,2,2,no,yes,no,no,no,no,3,4,2,1,1,5,0,9,10,11
125,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,2,5,4,8,14,14,15
126,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0,father,2,3,0,no,yes,no,no,yes,yes,4,2,2,2,2,5,0,10,11,12
127,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0,mother,3,1,0,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13
128,GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,2,13,12,12
129,GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11,father,1,1,0,no,no,no,no,yes,no,3,2,1,1,4,5,12,15,13,14
130,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0,mother,4,2,0,no,yes,no,no,yes,yes,5,3,3,1,1,5,2,12,11,11
131,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,3,1,1,5,4,13,14,15
132,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0,mother,3,2,0,no,no,no,no,yes,no,5,4,5,2,4,5,2,10,9,10
133,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0,other,2,1,0,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10
134,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12,mother,1,2,2,no,no,no,no,yes,yes,4,4,4,1,3,5,0,10,10,10
135,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,mother,2,1,0,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,14,14
136,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,6,9,11,11
137,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,father,2,1,0,no,yes,no,yes,yes,no,2,3,3,2,2,2,4,12,11,11
138,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,mother,1,3,0,no,yes,no,yes,yes,no,4,2,2,1,1,5,2,13,13,13
139,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,mother,1,1,0,no,no,no,no,yes,no,3,4,4,3,3,1,4,10,11,11
140,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,father,1,2,0,no,yes,no,no,yes,no,4,4,2,1,2,5,0,12,12,12
141,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0,father,1,2,1,no,yes,no,no,yes,no,3,3,2,1,1,3,2,11,11,11
142,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,3,2,1,1,5,6,13,12,13
143,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,mother,4,1,0,no,no,no,no,yes,no,4,5,5,2,5,5,0,12,11,11
144,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0,mother,1,1,2,no,no,no,no,no,yes,2,3,5,2,5,4,0,11,9,0
145,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,mother,1,1,1,no,no,no,yes,yes,yes,4,4,4,3,5,5,6,9,10,10
146,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,other,2,3,0,no,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13
147,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0,mother,1,1,0,no,yes,no,no,no,yes,4,5,4,1,1,4,6,11,9,11
148,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,13,13,13
149,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,mother,1,2,0,yes,no,yes,yes,yes,no,4,4,4,1,1,1,0,7,8,8
150,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,mother,1,1,3,no,no,no,no,yes,no,2,2,2,3,3,5,14,9,8,10
151,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,11,10,11
152,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,mother,3,1,0,no,no,no,no,yes,no,4,2,2,1,2,3,4,12,10,11
153,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,father,1,2,1,no,yes,no,no,yes,yes,4,5,5,4,4,5,0,10,10,1
154,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0,mother,2,1,1,no,no,yes,yes,no,yes,3,3,2,2,2,5,8,8,8,9
155,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,mother,4,2,0,no,no,no,yes,no,yes,5,3,5,1,5,5,0,8,8,8
156,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,father,1,2,0,no,no,no,no,no,no,4,3,5,2,4,4,0,9,10,11
157,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,father,1,2,0,no,no,no,no,yes,yes,4,2,3,1,1,3,0,17,17,18
158,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,mother,1,2,0,no,yes,no,no,yes,no,5,1,5,1,1,4,0,12,12,13
159,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,mother,1,2,0,no,yes,no,no,yes,yes,4,4,2,1,1,3,0,16,16,17
160,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,father,3,1,1,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
161,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,mother,2,2,0,no,yes,no,yes,yes,yes,4,3,2,1,1,3,0,16,17,18
162,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,mother,1,2,0,no,yes,no,yes,yes,no,4,4,4,1,3,5,0,11,9,10
163,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,mother,1,2,0,no,no,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
164,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,mother,2,2,0,no,yes,no,yes,yes,no,4,4,5,1,1,4,0,14,14,15
165,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,mother,2,2,0,no,no,no,yes,yes,no,4,4,4,4,4,4,0,10,11,11
166,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,mother,2,2,0,no,no,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14
167,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10
168,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,3,3,4,3,8,10,9,11
169,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,mother,1,2,0,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13
170,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,mother,1,2,0,no,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11
171,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,17,18,17
172,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,32,14,13,14
173,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,mother,1,2,0,no,yes,no,no,yes,no,1,2,2,1,2,1,8,14,15,16
174,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,6,11,13,14
175,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,mother,1,1,0,no,yes,no,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
176,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,mother,1,2,0,no,no,no,yes,yes,yes,4,2,3,1,2,5,0,13,14,16
177,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,mother,1,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,10,12,13,14
178,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,6,9,9,10
179,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,mother,1,2,0,no,no,no,no,yes,no,4,3,3,1,1,2,6,12,12,13
180,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,mother,1,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,12,11,12
181,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,other,2,2,0,no,no,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12
182,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,0,11,10,10
183,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,father,2,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,13,12,12
184,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
185,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,13,13,14
186,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,father,3,1,0,no,yes,no,yes,yes,no,3,3,4,3,5,3,16,10,11,12
187,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,30,14,15,16
188,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,5,2,1,2,3,0,11,10,11
189,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,1,5,2,2,14,14,15
190,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,mother,1,2,0,yes,yes,no,yes,yes,no,4,4,3,1,3,4,4,11,12,12
191,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,1,3,1,0,14,15,15
192,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,mother,1,1,0,no,yes,no,no,yes,no,5,3,2,1,2,3,21,13,13,13
193,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,mother,2,4,0,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
194,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,14,8,9,8
195,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,mother,1,2,0,no,yes,no,no,yes,no,2,3,3,2,2,4,2,11,11,12
196,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,mother,1,2,0,no,no,no,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
197,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,mother,2,1,0,no,yes,no,no,yes,no,4,3,2,1,4,5,2,12,13,13
198,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,mother,2,3,0,no,yes,no,yes,yes,yes,4,4,2,1,1,4,0,11,12,12
199,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,other,1,4,0,no,yes,no,yes,yes,no,4,3,3,1,2,3,4,12,12,12
200,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,mother,1,2,0,no,yes,no,no,yes,yes,5,3,5,4,5,3,15,13,12,12
201,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,mother,1,2,0,yes,yes,no,no,yes,no,3,3,4,1,1,4,0,13,13,13
202,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,mother,1,2,0,no,yes,no,yes,yes,no,4,4,4,2,4,5,10,12,11,11
203,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,mother,1,1,0,no,yes,no,no,yes,no,5,2,1,1,2,3,6,12,11,11
204,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,mother,2,2,0,no,no,no,no,yes,no,4,4,4,1,3,1,2,14,16,15
205,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,mother,1,2,0,no,no,no,no,yes,yes,3,4,5,2,4,1,16,11,9,10
206,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,father,1,2,0,no,yes,no,no,yes,no,3,2,4,2,4,4,10,10,10,10
207,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,father,2,1,0,no,yes,no,no,yes,no,3,3,3,1,4,3,4,12,13,13
208,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,mother,1,3,0,no,yes,no,yes,yes,no,4,3,3,1,1,4,0,12,12,13
209,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,mother,2,2,0,no,yes,no,yes,yes,no,4,2,5,1,2,5,0,11,10,11
210,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,4,1,1,5,12,12,12,12
211,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,mother,1,2,0,yes,no,no,no,yes,no,2,3,1,1,1,3,0,13,13,14
212,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,mother,2,2,3,no,yes,yes,no,yes,no,3,3,3,5,5,4,9,10,9,10
213,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,mother,1,3,0,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16
214,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,mother,1,2,0,no,no,no,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
215,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17
216,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,father,1,2,0,no,yes,no,no,yes,no,5,3,3,1,3,3,0,10,11,11
217,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,mother,4,2,0,yes,yes,no,yes,yes,yes,4,3,2,4,5,3,2,9,10,11
218,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,mother,2,3,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
219,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,14,12,12
220,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,father,2,2,0,no,yes,no,yes,yes,no,4,5,2,1,1,1,0,12,13,13
221,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,mother,1,2,0,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,0,13,13,13
222,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,father,1,2,0,no,yes,no,yes,yes,no,4,2,4,2,4,1,0,13,13,14
